	Unnamed: 0	id_spatial	Long	Lat	Island	Coral	CCA	Turf	Macro	Other	Grazers	Scrapers	Browsers	Predators	Secondary	Effluent	Sedimentation	New_Development	Habitat_Modification	Invasive_Algae	Fishing_Comm_Total	Fishing_NonComm_Boat_Total	Fishing_NonComm_Shore_Line	Fishing_NonComm_Shore_Net	Fishing_NonComm_Shore_Spear	SST_CLIM_M	SST_STD	CHL_CLIM_M	CHL_ANOM_F	PAR_CLIM_M	PAR_STD	WAV_CLIM_M	WAV_ANOM_F	Complexity	Depth	Regime	Regime1	Regime2	Regime3	Regime5	sqrt_power_x_compexity	log_power_over_depth	complexity_over_depth	Irradiance_x_inv_algae	both_anomolies
10	428	716	-154,94605359999997	19,37341269	Hawaii	13,96825394	6,0317460039999995	61,90476195	4,444444398	11,11111114	33,26376603	6,823555064	1,552949422	0,0	41,73277834	396,118988	0,0	0,0694475	0	0	0,2864392	0,12245230000000001	18,2019768	0,0	5,4284892	26,441	0,8230850000000001	0,068300001	0,154200003	52,61299896	9,192299842999999	15,596264999999999	0,24461799999999997	19,71813441	8,794599999999999	1	1	0	0	0	17,975692325025445	0,5728935657436136	2,3557790473699773	0,0	0,037720096333853995
11	42	62	-156,98692739999996	21,20322095	Molokai	8,423076924	2,884615385	78,6923077	4,211538462	0,307692308	28,96126812	28,89097061	222,5231807	13,04360609	77,63346658	0,0	0,0	0,000790575	0	0	0,0076533	0,045154175	0,0	0,0	0,0	26,565	0,931942	0,122900002	0,06319999700000001	54,69839859	9,552900314	60,916072	0,079874	13,69987568	16,85	2	0	1	0	0	29,92421570089898	1,2851463911458547	0,8723961827893174	0,0	0,005048036560378001
12	59	89	-156,98749719999995	20,81102597	Lanai	15,40532881	8,326247167	67,99178008	4,47137185	0,0	3,07500465	8,787571037000001	3,5382557489999997	0,399967433	8,811515769	0,0	6,773736500000001	0,0135745	0	0	0,0580965	0,1960635	0,12061179999999999	0,0	0,3538652	27,66600037	0,9276750090000001	0,09669999800000001	0,0099	47,39459991	7,565100192999999	6,666731834	0,06238099900000001	19,70259148	3,0	2	0	1	0	0	11,748132858714749	0,7985174712699957	6,900863826666666	0,0	0,0006175718901000001
13	402	675	-155,751196	20,23243777	Hawaii	2,816901393	5,653923562999999	68,40543259999998	13,13883297	7,484909459	7,474702496	3,849025852	4,111760211	1,378490185	13,40095346	6748,169922	39,8035049	0,0175663	0	0	0,011920299999999998	0,043519300000000004	18,2019768	1,8811569	4,593843	26,86700058	0,8382189870000001	0,081	0,10279999699999999	51,73949814	9,126000404	24,36425018	0,133463994	7,54307207983406	11,0	2	0	1	0	0	14,427250100377757	0,7952216285519771	0,7766429163485509	0,0	0,013720098182808017
14	179	312	-156,5737104	21,01817811	Maui	2,802331212	13,93152018	74,55075277	5,920349667999999	0,0	2,412117755	5,235725095	8,855985253	0,38391603399999996	12,24052281	0,0	15,4170723	0,0162627	0	0	0,3998432	0,45770900000000003	0,0	3,3927939	1,3188278999999998	26,54	0,8564350000000001	0,1127	0,110699996	55,41960144	9,544300079	38,49345779	0,110431999	9,959005931	6,0	2	0	1	0	0	20,538988101299154	1,858728830093897	1,8265009885	0,0	0,012224821847572004
15	427	713	-154,97107649999995	19,65414897	Hawaii	38,81431769	14,21266494	25,6905447	11,84540929	6,058530792999999	9,387964358	71,35124234	6,7592935	4,553662006000001	16,56967291	0,0	0,0	0,018156799999999997	0	0	0,2864392	0,513413	0,0	0,0	0,2611401	26,671999999999997	0,873044	0,180700004	0,0217	52,09069824	9,500599861	17,178767	0,163209	14,15067837910792	22,0	5	0	0	0	1	16,13288485568011	-0,2473683088771782	0,68866719905036	0,0	0,0035416353
16	63	93	-156,9550526	21,20042532	Molokai	9,215384615	3,15	72,03076923	12,99615385	0,41346153799999996	67,96140409	39,99339513	22,61188679	13,23143325	222,96787859999998	0,0	0,0	0,0019329	0	0	0,0079788	0,0569274	1,405606	0,0	0,0	26,4048	0,9253636000000001	0,10980000300000001	0,069200002	54,27640152	9,620699883	39,96607971	0,1030558	11,84264148	16,3	2	0	1	0	0	22,655463647355187	0,8968659792896703	0,7878921153374232	0,0	0,0071314615661116
17	336	552	-155,90195219999995	20,18507724	Hawaii	3,6	22,0	71,2	0,0	0,0	15,49699378	1,512683981	6,067645941	0,0	14,09871479	339,5305786	11,7645154	0,00388705	1	0	0,011920299999999998	0,15225935	18,2019768	1,8811569	7,36895395	27,671	0,915251	0,07150000299999999	0,0079	56,0243988	10,57929993	7,034646034	0,054403	8,331284444	2,7432	3	0	0	1	0	8,10199253925295	0,9417222521374907	3,401605586176728	0,0	0,00042978370000000006
18	424	704	-155,08402130000005	19,29965039	Hawaii	6,758198809	4,500195941	44,05945883	17,84841434	26,83373209	114,5385463	13,04677082	7,84911935	21,73906745	40,97993611	0,0	0,0	0,0	0	0	0,0704577	0,047800999999999996	1,8201975	0,0	0,005155399999999999	26,759	0,872624	0,074100003	0,154200003	52,18809891	8,9666996	15,000323300000002	0,260470003	11,204469753336713	10,0	2	0	1	0	0	13,53037294405154	0,4054866612092281	1,2204469753336713	0,0	0,04016447524401001
19	348	566	-155,9005877	20,16369678	Hawaii	13,06666667	12,53333333	71,46666667	0,0	0,533333333	18,98060825	8,061342864	1,621872615	10,67705243	31,82467793	28,2942142	0,002064733	0,004367033	0	0	0,0101675	0,050675	0,7279809	0,6270523	0,0	27,671	0,915251	0,064300001	0,002	56,0243988	10,57929993	6,42600584	0,041487001	11,96587452	3,9624	3	0	0	1	0	9,127912433093735	0,4835032672093305	3,27222756915001	0,0	8,2974002e-05
20	82	125	-156,9165069	21,17159033	Molokai	0,5511538460000001	0,7230769229999999	68,04884615	28,55807692	1,6165384619999998	24,83752095	20,57194532	5,186483624	3,755955765	28,35400574	0,0	1,4578906	0,0	0	0	0,0079788	0,0782578	0,0562115	0,0	0,0	26,381	0,922689	0,10980000300000001	0,069200002	54,27640152	9,620699883	38,76549911	0,101158999	10,33741347928971	13,7	2	0	1	0	0	20,9642670308577	1,0401348200280451	0,8275484291452343	0,0	0,0070002029331179974
21	372	616	-155,91680369999997	19,42538972	Hawaii	29,26666667	15,46666667	47,26666667	3,133333333	2,8	12,18571829	4,835295727	9,200794067	1,600260865	25,02322197	565,8842772999999	0,0	0,027323133	0	1	0,17750870000000002	0,40127440000000003	18,2019768	1,0032322329999999	6,729551299999999	27,601999999999997	0,850622	0,072499998	0,0198	43,47570038	7,057300091	14,36497021	0,056751002	27,74034578	9,144	5	0	0	0	1	20,318814211336232	0,45169469214613006	3,143082434383202	43,47570038	0,0011236698396
22	118	194	-156,8673926	20,89733265	Lanai	52,25	2,625	33,0	10,625	1,0	20,56226547	34,18709195	2,7558510419999998	7,291043512999999	17,07035972	0,0	7,4858208	0,00027354	0	1	0,004582800000000001	0,49106759999999994	0,0	0,0	0,56108408	27,015	0,930063	0,127499998	0,09489999699999999	54,80400085	9,120699883	5,4629764000000005	0,22625920000000002	13,000545351381689	6,6	5	0	0	0	1	8,745550230930464	-0,18907587959884234	2,121294750209347	54,80400085	0,0214719974012224
23	189	334	-156,4981379	20,63372537	Maui	15,46666667	2,133333333	51,33333333	0,0	30,53333333	11,34525533	13,65633734	3,703222062	16,65175072	32,43333745	0,0	0,0	0,0	0	0	0,0	0,0	0,0	0,0	0,0	27,169	0,882624	0,08915428800000001	0,027667984	44,77600098	7,533445835	3,653924	0,19936800000000002	13,650145785453356	3,5204400000000002	3	0	0	1	0	7,316455377364566	0,03721567681710598	4,161453052872185	0,0	0,005516110634112
24	607	1001	-157,7136479	21,27106468	Oahu	7,7	20,3	51,0	9,0	11,6	2,239389573	0,4062425320000001	0,0	0,0	3,130922495	3098,216553	0,9720561	0,00568255	1	1	0,29174429999999996	2,4441451	0,0	3,3990192	2,27614235	27,205	0,978141	0,090899996	0,138300002	54,796199800000004	9,286000252000001	3,2542169089999997	0,18187600399999998	5,6048300000000015	2,8956	1	1	0	0	0	4,636113616712868	0,11675932232706251	2,280988396187319	54,796199800000004	0,025153451716952005
25	85	133	-156,9372183	20,73600241	Lanai	2,364864881	0,682665458	82,24370917	4,1099720369999995	8,895619783999999	10,85882453	13,10949759	5,250361843	0,027511302999999997	10,272165300000001	0,0	1,727096	0,0321216	0	0	0,0580965	0,1693927	0,12061179999999999	0,0330123	0,145182	27,517	0,9325	0,07980000200000001	0,136399999	56,41650009	9,186699867	5,646056175	0,182719007	6,838735844513624	4,0	2	0	1	0	0	6,65266434739571	0,34466291818369615	1,959683961128406	0,0	0,02492287237208099
26	512	855	-158,17042450000002	21,39300843	Oahu	1,712328701	0,34246572	95,89041106	1,027397262	1,027397262	2,149786458	0,0	0,0	0,0	1,8646680740000001	424,413208	0,5383008	0,06823539999999999	0	0	1,0427492	1,1866881	0,0	0,0	2,0360565	27,84800000000001	0,967867	0,10450000300000001	0,0079	46,76119995	9,113499641	8,384523392	0,09546899800000001	2,8191	12,6	1	1	0	0	0	5,658739549262468	-0,40730926084634395	0,30310317460317465	0,0	0,0007542050842000001
27	90	139	-156,9206459	20,73425091	Lanai	30,24859448	4,30619469	27,02058824	1,404407427	37,02021517	7,418015491	38,33077864	4,7970301619999995	3,629807313	9,59193345	0,0	1,926006775	0,028520099999999996	0	0	0,0580965	0,18104415	0,12061179999999999	0,0	0,188168275	27,517	0,9325	0,07980000200000001	0,136399999	56,41650009	9,186699867	5,2508740430000005	0,178924993	6,264842500620418	14,0	5	0	0	0	1	6,176307384917866	-0,9806627824877603	0,5189173214728869	0,0	0,024405368866275007
28	238	436	-156,0202745	19,64756815	Hawaii	30,2	6,4	51,6	0,0	0,4	16,08267195	4,3089041660000005	6,606693142	4,234322671	28,43610793	353,6776733	0,0	0,0261733	0	0	0,17750870000000002	0,5352924	23,66265205	0,752424175	6,635457400000001	27,266	0,8348209999999999	0,061700001	0,035599999	40,11780167	8,738200187999999	8,957098961	0,080626003	24,85815932	7,4676	3	0	0	1	0	15,218872887915992	0,1818727355047125	3,4627134983127106	0,0	0,002870285626173997
29	46	68	-156,984487	21,20684173	Molokai	8,64423077	11,43269231	65,59615385	9,932692309	0,25	32,35457597	9,652310415	16,39912254	2,187175982	51,79720404	84,8826447	0,0	0,00153835	0	0	0,0076533	0,04589555	1,1244688999999999	0,0	0,0	26,565	0,931942	0,122900002	0,06319999700000001	54,69839859	9,552900314	65,838872	0,077766	30,58179567	11,2	2	0	1	0	0	45,59944958710888	1,7712966454787191	2,819803184821429	0,0	0,004914810966702001
30	460	770	-159,7002216	22,17424963	Kauai	0,336700303	3,03030303	80,47138051	12,45791242	1,683501717	2,088079619	0,0	0,066975648	0,0	11,97162242	0,0	0,010524200000000001	9,6e-05	0	0	0,0035811	0,0769594	0,0	0,0	0,0080092	27,023000000000003	1,111692	0,12259999699999999	0,079099998	53,45560074	9,766300201	73,537819	0,074816	7,877170631	23,0	1	1	0	0	0	25,550103074050284	1,1623056021748444	0,3859639404782609	0,0	0,005917945450368
31	126	222	-156,8081656	20,80064656	Lanai	0,6666666	1,0000000009999999	90,00000009	7,666666607000001	0,666666701	0,0	0,0	0,0	0,0	2,556508534	0,0	4,463521	0,00012429999999999999	0	0	0,004582800000000001	0,3956197	4,8244724	1,3700101	0,5774852	27,355999999999998	0,951091	0,11500000199999999	0,092900001	55,93470001	9,522000313	2,748998	0,22318200000000002	6,6663505050794445	2,4	1	1	0	0	0	4,5907278514155445	0,13576774429165775	3,194312710449769	0,0	0,020733608023182002
32	212	388	-156,1513721	20,86313334	Maui	10,6	1,6	66,8	17,2	3,6	28,24747188	0,130982118	4,991670257	0,662724019	4,721691117	1938,153687	18,6755886	0,0006386	0	0	0,0134203	0,2016001	0,0	0,0	1,9337133999999998	26,627	0,8624280000000001	0,0964	0,075099997	51,5766983	9,090000153	28,76560974	0,097787	7,8090151720000005	12,0	2	0	1	0	0	15,918438762375253	0,8742739175909684	0,7340845976666667	0,0	0,007343803406639
33	22	33	-157,12542319999997	21,08252689	Molokai	60,55984558	6,534749049	24,8069498	3,117760617	3,9285714080000003	4,557078328	33,40324659	0,0	12,30643732	10,73972325	0,0	0,0	0,0	0	0	0,0168928	0,5165344000000001	0,0	0,0	0,0373022	27,314	0,914067	0,110200003	0,140300006	55,00619888	9,106599808	15,154779000000001	0,07608	18,94998204	21,0	5	0	0	0	1	17,387856937247015	-0,3262065099659756	0,9499991447619047	0,0	0,01067402445648
34	286	494	-155,9710791	19,84988105	Hawaii	33,36626818	13,49724699	32,80233246	15,15723315	3,2774815960000003	9,89718853	18,35752332	3,7869569860000003	14,25016851	17,14703133	715,071966	0,0	0,002428427	0	0	0,0665927	0,293018773	13,83357115	0,273608791	6,614889173	27,41909091	0,881808818	0,091600001	0,17000000199999998	54,06439972	8,343099594	11,87486605	0,052659545	15,37433441	6,7818	5	0	0	0	1	13,944282978219272	0,5601815164144819	2,414452565690525	0,0	0,00895212275531909
35	267	474	-155,99008840000005	19,83297236	Hawaii	48,68769303	7,174887952000001	31,56613198	0,0	8,888799955	7,841919356	33,94454894	1,692584422	0,0	26,65214846	664,9140014999998	0,0	0,0025378	0	0	0,0665927	0,31121740000000003	0,0	3,0096967	7,3601046000000006	27,401999999999997	0,8821190000000001	0,091600001	0,17000000199999998	54,06439972	8,343099594	13,42225933	0,053619999	5,4330723	4,2672	3	0	0	1	0	9,292274463189276	1,1459565983673785	1,507562874953131	0,0	0,009115399937239997
36	520	864	-158,1077887	21,61497247	Oahu	5,956112853	1,880877743	79,93730408	0,940438872	10,65830721	0,594771116	0,0	0,0	0,0	9,056182696	2405,0083010000008	0,0	0,0010752000000000001	0	0	1,6804093	0,286962	0,0	0,0	1,0494983	27,070999999999998	0,940473	0,172000006	0,0198	51,55479813	9,530799866	67,151572	0,078398	21,2971	21,1	1	1	0	0	0	38,69477117184181	1,157679292488712	1,056734597156398	0,0	0,0015522804
37	617	1021	-157,68184240000005	21,27771597	Oahu	31,6	21,2	41,6	0,0	0,0	3,713699306	0,723006184	10,95219355	0,176724842	8,919773181	509,2958374	0,0	0,009128399999999998	0	0	0,29174429999999996	2,2511044	12,580160099999999	0,0	2,2100902000000002	27,135	1,0006030000000001	0,090899996	0,138300002	54,796199800000004	9,286000252000001	12,92595482	0,21875700399999998	26,1714	8,8392	3	0	0	1	0	18,740765427168334	0,3800409167369377	3,0739659697710198	0,0	0,030254094090714004
38	431	719	-154,900995	19,40831921	Hawaii	19,74425491	4,964861696	64,46382593	0,774398385	4,863221886	41,50224753	0,0	0,0	0,0	11,97281944	2527,616455	0,0	0,0685375	0	0	0,2864392	0,152587867	18,2019768	0,0	2,2673653330000003	26,39299988	0,825975	0,074900001	0,11860000300000001	52,46580124	9,205800056000001	15,98025513	0,24318334	23,11843338	8,794599999999999	1	1	0	0	0	19,632083912522077	0,5972160090239835	2,7424139108089056	0,0	0,028841544853550023
39	470	782	-159,5760517	22,22453262	Kauai	9,377642417999999	1,375	54,74647331	18,25660999	15,92339699	1,5066373480000002	0,0	0,0	0,101538969	3,93437654	3446,2352539999997	8,20583886	0,00564396	0	1	0,0164428	0,12221112	10,461607	2,369221	0,93265192	27,469	1,041636	0,136099994	0,051399997999999995	53,63579941	10,06509972	83,81252136	0,073888201	2,494994642	1,0	2	0	1	0	0	17,115031787458374	4,428582415896451	3,494994642	53,63579941	0,0037978533836235976
40	373	617	-155,9145799	19,425022199999997	Hawaii	31,46666667	9,466666667	44,53333333	2,8	9,466666667	15,58243157	7,22268414	3,9624910439999996	5,36091027	22,66130919	565,8842772999999	0,0	0,027140800000000003	0	1	0,17750870000000002	0,399011367	18,2019768	1,0032322329999999	6,9680603	27,601999999999997	0,850622	0,072499998	0,0198	43,47570038	7,057300091	14,36497021	0,056751002	31,12669171	8,5344	5	0	0	0	1	21,48252707108742	0,5206875636330816	3,764376137748407	43,47570038	0,0011236698396
41	353	575	-155,92289590000001	19,87113106	Hawaii	34,643481	13,75715201	47,82115639	0,0	3,301816062	33,04391988	3,9445176139999996	2,241792637	10,41357007	30,39221175	311,2363586	0,0	0,005249	0	0	0,0665927	0,2571162	1,0921077	0,11281530000000001	7,330698	27,415	0,8566370000000001	0,091600001	0,17000000199999998	54,06439972	8,343099594	10,76192474	0,047162	8,539629123	4,2672	3	0	0	1	0	10,132362541344353	0,9250565434732084	2,235571129311961	0,0	0,008017540094324
42	410	686	-155,4463021	20,09514112	Hawaii	19,40196078	11,94117647	57,03529412	4,1	6,68627451	20,5295198	11,27301802	60,73546568	17,89618549	20,99561476	1527,887573	20,7109547	0,0561496	0	0	0,0442969	0,0328571	0,0	0,0	0,2398853	26,747	0,861203	0,08569999800000001	0,079099998	52,74679947	9,628100395	33,815822600000004	0,10665400300000001	13,307181581451285	12,5	2	0	1	0	0	21,995661259992712	0,9952001729050942	1,144574526516103	0,0	0,008436331423991996
43	208	382	-156,20056719999997	20,90017474	Maui	3,70370364	2,69360273	80,13468018	0,673400708	3,367003337	10,60822995	4,352356909	2,481706468	13,67286353	37,96769657	735,6495361000003	15,6051769	0,0087807	0	0	0,0134203	0,25794870000000003	0,0	0,0	0,4569654	26,627	0,8624280000000001	0,118000001	0,055300000999999994	52,49240112	9,408800125	40,00311661	0,09820900099999999	11,00275768	22,6	2	0	1	0	0	21,91227316173776	0,5710074600504607	0,5310954725663717	0,0	0,005430957853509
44	579	952	-157,82240880000003	21,25677784	Oahu	0,0	0,0	56,8	8,4	34,8	0,0	0,0	0,0	0,0	1,697107388	5860,438965	0,0	0,0237706	1	0	0,3508142	2,9884844	0,0	3,3990192	2,2673883	27,451999999999998	0,9274700000000001	0,10980000300000001	0,098800004	55,79970169	9,481900215	5,673212051	0,167545006	2,87819	4,572	1	1	0	0	0	4,690607022984092	0,21580471070147872	0,848248031496063	0,0	0,016553447262980022
45	490	825	-159,29885269999997	22,16412324	Kauai	8,285294118	9,695098039	39,5245098	40,89509804	1,2	4,964811991	1,78214212	9,149062954	2,074167802	10,51933319	7045,259276999999	0,5916642	0,01347935	0	0	0,05932150000000001	0,37364725	0,0	0,0	0,7962435	26,671999999999997	1,020973	0,166199997	0,1206	54,45729828	9,986100197	83,373811	0,07039	4,027092735	13,5	2	0	1	0	0	20,472612914998493	1,8206445578201516	0,37237723962962965	0,0	0,008489034
46	302	514	-155,9486427	19,85555797	Hawaii	32,78890637	17,87811817	38,60929893	0,0	10,14790802	13,44201333	16,0703958	0,589169374	11,26695251	21,23115923	90,54148482	0,0	0,00217072	0	0	0,0665927	0,273946	7,28079072	0,0	6,66096108	27,4354	0,8714144	0,091600001	0,17000000199999998	54,06439972	8,343099594	8,258028412	0,050097998	12,16507234	10,3632	3	0	0	1	0	10,426770421839896	-0,2270752014460316	1,2703674868766404	0,0	0,008516659760195994
47	355	582	-155,9467295	19,483032100000006	Hawaii	26,07149417	11,36639084	52,70808897	2,044369662	6,565837085	9,703697424	15,22863777	4,905454832	2,1826731440000002	35,81562078	0,0	0,0	0,122696767	0	1	0,17750870000000002	0,48112089999999996	10,921076800000002	0,3761799000000001	2,185416467	27,607	0,8353959999999999	0,072499998	0,0198	43,47570038	7,057300091	10,55648334	0,063339666	33,09978643	10,0584	5	0	0	0	1	18,97297623847806	0,048332099473336505	3,39017999184761	43,47570038	0,0012541253868000003
48	432	720	-154,8954295	19,41163192	Hawaii	23,65967362	7,946815115	49,30545641	7,965843655	6,99300697	8,203566467	3,615438456	0,596257491	1,860148849	13,84732047	1075,180176	0,0	0,07083300000000001	0	0	0,2864392	0,1559951	18,2019768	0,0	4,413289099999999	26,393	0,825975	0,074900001	0,11860000300000001	52,46580124	9,205800056000001	16,10015869	0,244227007	15,93617812	10,0	5	0	0	0	1	16,512878469064862	0,47624403546953564	1,693617812	0,0	0,028965323762881023
49	21	31	-157,2545064	21,07712274	Molokai	14,42953027	1,342281846	70,80536912	0,671140872	11,74496648	59,33288479	0,0	1,6472226559999998	24,72780166	15,44526764	0,0	0,0106662	0,0003302	0	0	0,013816899999999998	0,4272223	0,0	0,0	0,1628846	27,394000000000002	0,945199	0,08550000199999999	0,124499999	54,46559906	9,267299652	9,323996000000001	0,12687	9,718093967201913	21,0	2	0	1	0	0	9,996772743131395	-0,8119311455504332	0,5103854270096149	0,0	0,01579531487313
50	243	442	-156,001609	19,82740889	Hawaii	33,91265073	16,07411278	40,859384999999996	0,0	2,2224444219999997	5,598187928	0,182271887	0,9504510079999999	2,6253088190000002	13,05190153	0,0	0,0	0,0025609	0	0	0,0665927	0,319211	0,0	0,0	6,055600599999999	27,445999999999998	0,887525	0,086099997	0,171900004	54,18859863	8,215999603	12,916775999999999	0,048924	15,07013148	13,4112	3	0	0	1	0	14,40743865569826	-0,03756324713706381	1,1982620108565976	0,0	0,008410035795696
51	69	100	-156,946436	21,18619213	Molokai	4,2670259669999995	3,696962278	83,80818225	5,360852521	1,4061734469999998	229,8622472	0,0	0,0	29,90589375	72,00143793	0,0	0,0	0,001748	0	1	0,0079788	0,06244985	0,28105755	0,0	0,0	26,381	0,922689	0,10980000300000001	0,069200002	54,27640152	9,620699883	30,50796318	0,11422599900000001	10,49019546	17,8	2	0	1	0	0	18,722779174702755	0,5387892801066726	0,6455165988764046	54,27640152	0,007904439359251999
52	560	926	-157,8359712	21,27906854	Oahu	0,0	0,0	43,0	5,6	51,4	0,0	0,0	0,0	0,0	2,35685415	7554,555176000003	21,624094	0,043497100000000004	1	0	0,3508142	3,0458293	20,1282558	3,3990192	2,2828956000000002	27,451999999999998	0,9274700000000001	0,10980000300000001	0,098800004	55,79970169	9,481900215	3,268167019	0,17618499699999998	5,451745	1,0668	1	1	0	0	0	4,591881991514825	1,119565769771236	6,0477549681289835	0,0	0,017407078408339986
53	448	747	-160,1248167	21,99037824	Niihau	4,811290323	9,629032257999999	72,13387097	1,8112903230000001	1,203225807	20,89076532	5,24982485	1,686816036	6,2814605839999995	16,17512329	0,0	0,0	0,000207	0	0	0,1202122	0,0069102	0,0	0,0	0,0	27,087	1,14685	0,07980000200000001	0,112599999	53,97180176	9,302599907000001	61,155574800000004	0,076291002	13,807881129045887	12,5	2	0	1	0	0	30,09293076483037	1,5876923796548421	1,1846304903236708	0,0	0,008590366748908998
